year,j_day,manure_applied,manure_N_applied,active_N_l1,stable_N_l1,profile_N,fert_N_applied,N_uptake,biomass,bio_N,yield_actual
,,kg,kg,kg,kg,kg,kg,kg,kg ha^-1,kg N ha^-1,kg ha^-1
2010,59,4922.348993197897,520.0,25920.59025905349,4145.784328436499,77.04531554704715,0.0,0.0,0,0,0
2010,60,4949.415914487398,520.0,26362.70832766984,4223.666259820151,77.0453160246064,0.0,0.0,0,0,0
2010,61,4976.470827041952,520.0,26804.61053725188,4301.764050238111,77.04531648069047,0.0,0.0,0,0,0
2010,62,5003.525691332915,520.0,27246.296995729128,4380.077591760862,77.04531680434859,0.0,0.0,0,0,0
2010,63,5030.580507360286,520.0,27687.767810977137,4458.606776512851,77.04531710356945,0.0,0.0,0,0,0
2010,64,5057.635275124065,520.0,28129.02309081752,4537.351496672464,77.04531745794677,0.0,0.0,0,0,0
2010,65,5084.689994817307,520.0,28570.062943017987,4616.311644471998,77.04531782158702,0.0,0.0,0,0,0
2010,66,5111.744666343485,520.0,29010.88747529235,4695.487112197632,77.04531841761143,0.0,0.0,0,0,0
2010,67,5138.799289799124,520.0,29451.49679530058,4774.877792189403,77.04542191304853,0.0,0.0,0,0,0
2010,68,5165.843312793423,520.0,29891.891010648804,4854.483576841179,77.04562820304415,0.0,0.0,0,0,0
2010,69,5192.887288392875,520.0,30330.875794432104,4934.116737877838,77.08022853463588,0.0,0.0,0,0,0
2010,70,5219.931216597479,520.0,30770.527203637914,5014.114125900449,77.16157775200945,0.0,0.0,0,0,0
2010,71,5246.975097503765,520.0,31210.159570745207,5094.363785281952,77.28007202850821,0.0,0.0,0,0,0
2010,72,5274.018931015203,520.0,31589.0371072976,5174.798382779449,77.44798791905157,0.0,0.0,0,0,0
2010,73,5301.06271722832,520.0,32028.193107089322,5255.447467469593,77.64403359274408,0.0,0.0,3.0726149339081043e-06,0.0,0
2010,74,0.0,0.0,32012.3267908183,5271.088617285829,76.28759995702187,0.0,0.0,3.541815377314586e-05,0.0,0
2010,75,0.0,0.0,31996.4382652705,5286.721821419665,76.54440712466187,0.0,0.0,0.00011362219019115027,1.476981163615952e-06,0
2010,76,0.0,0.0,31980.533969561544,5302.347072219427,76.82506550438261,0.0,1.476981163615952e-06,0.00047300049408211556,4.738072076213091e-06,0
2010,77,0.0,0.0,31964.61473060669,5317.96436243891,77.1287510021229,0.0,3.2610909125971392e-06,0.0029025697665209004,1.9724124704823334e-05,0
2010,78,0.0,0.0,31948.644632857708,5333.573667224731,77.49155350642341,0.0,1.4986052628610244e-05,0.04055320136980648,0.00012103663346991212,0
2010,79,0.0,0.0,31932.67249519209,5349.174985656735,77.8641842252743,0.0,0.00010131250876508878,0.0411963649862387,0.0016910551709530743,0
2010,80,0.0,0.0,31916.79150073865,5364.768362496892,78.15180330686698,0.0,0.0015700185374831622,0.041927315961465886,0.0017178062135313995,0
2010,81,0.0,0.0,31900.950867899603,5380.353817611544,78.40839903464781,0.0,2.6751042578325247e-05,0.042689036196886826,0.0017482847060590753,0
2010,82,0.0,0.0,31885.124596442107,5395.931358120474,78.65853314201219,0.0,3.04784925276758e-05,0.04358535019815761,0.0017800439158985072,0
2010,83,0.0,0.0,31869.297130404862,5411.500983517236,78.91783268166454,0.0,3.175920983943191e-05,0.04444399373166763,0.0018174132738748698,0
2010,84,0.0,0.0,31853.463612927924,5427.06269091436,79.19117142440264,0.0,3.736935797636258e-05,0.045397417644997884,0.0018532106881207363,0
2010,85,0.0,0.0,31837.69219570157,5442.616510835106,79.4100603556229,0.0,3.5797414245866494e-05,0.0464481852533256,0.0018929629823747256,0
2010,86,0.0,0.0,31821.964225825617,5458.162464658026,79.59320371306498,0.0,3.9752294253989395e-05,0.047482152037566575,0.001936773642444194,0
2010,87,0.0,0.0,31806.250393948532,5473.700559392834,79.77004044632005,0.0,4.38106600694682e-05,0.04840596534948455,0.0019798817885347693,0
2010,88,0.0,0.0,31790.553614571796,5489.230803477983,79.93763955669355,0.0,4.310814609057552e-05,0.049504068256952215,0.002018395415303986,0
2010,89,0.0,0.0,31774.865186757357,5504.753201086287,80.10474577726231,0.0,3.851362676921679e-05,0.05086256324292721,0.0020641616840018718,0
2010,90,0.0,0.0,31759.10368292651,5520.267716471449,80.35320681241184,0.0,4.576626869788571e-05,0.29534082818062807,0.0021207338303473313,0
2010,91,0.0,0.0,31743.242274557168,5535.774300735106,80.70998157525695,0.0,5.65721463454595e-05,0.9183719595033499,0.01226809124127666,0
2010,92,0.0,0.0,31727.229263109257,5551.272879634684,81.21688227770626,0.0,0.01014735741092933,2.343888118349364,0.03805646743284233,0
2010,93,0.0,0.0,31711.042660283383,5566.763368148798,81.89013423926737,0.0,0.02578837619156567,4.424103797801102,0.09686555659036458,0
2010,94,0.0,0.0,31694.809054577847,5582.2457433156915,82.58551497128043,0.0,0.058809089157522254,6.973735441210694,0.18277722170674565,0
2010,95,0.0,0.0,31678.60770334201,5597.720021028976,83.22949573851044,0.0,0.08591166511638108,8.983132546209273,0.28816214511246935,0
2010,96,0.0,0.0,31661.216906801576,5612.983345102794,83.67416721316633,0.0,0.1053849234057237,13.062066938731594,0.3719496878913841,0
2010,97,0.0,0.0,31531.448206473076,5627.926157229717,83.62892257800557,0.0,0.08378754277891477,16.1177102511604,0.5386185866261951,0
2010,98,0.0,0.0,31334.43506714757,5643.05928117138,83.90744010853017,0.0,0.166668898734811,16.17709470744886,0.6671092503794057,0
2010,99,0.0,0.0,31201.143046653524,5658.298878073911,81.40524859068088,0.0,0.1284906637532106,16.246995683683494,0.6742828577893109,0
2010,100,0.0,0.0,31185.439921399826,5673.530624202219,76.51170135760871,0.0,0.007173607409905139,16.316724654622828,0.6773439640797672,0
2010,101,0.0,0.0,31169.67109617389,5688.754487426082,73.71824723630047,0.0,0.003061106290456264,21.87088451201262,0.6802394856748127,0
2010,102,0.0,0.0,31153.85293087539,5703.97044363588,74.32886961592618,0.0,0.002895521595045531,28.832405185050327,0.8990167320835692,0
2010,103,0.0,0.0,31137.910333216256,5719.178431908973,74.85752032724348,0.0,0.21877724640875648,40.14035148229799,1.1830057292571503,0
2010,104,0.0,0.0,31121.87623891796,5734.378407469749,75.42186995614883,0.0,0.283988997173581,55.45195661986216,1.6383495813396198,0
2010,105,0.0,0.0,31105.58321115306,5749.570243458774,76.0853014800586,0.0,0.45534385208246964,82.95854149858218,2.25414964329472,0
2010,106,0.0,0.0,31089.0104079574,5764.7538028003155,76.87842330634243,0.0,0.6158000619551004,116.60275861100612,3.3367915042513845,0
2010,107,0.0,0.0,31072.594944591438,5779.9291627114935,77.05392550723177,0.0,1.0826418609566646,134.60680783310943,4.696915720453566,0
2010,108,0.0,0.0,31056.418067411247,5795.096440238886,76.71912574270397,0.0,1.3601242162021812,135.0496303851458,5.507524474480307,0
2010,109,0.0,0.0,31040.359408453387,5810.255693418684,76.8224602403714,0.0,0.8106087540267408,146.93770400870787,5.616336612557441,0
