year,j_day,actual,calculated,difference,delta,N_drainage,N_runoff,N_erosion,N_uptake
,,kg,kg,kg,kg N,kg,kg,kg,kg
2010,245,0.0,20.391459550994295,-20.391459550994295,20.33879883451573,0,0.0,0.0,0.05266071647856661
2010,246,0.0,17.982004187579147,-17.982004187579147,12.840772467419583,0,2.5171825288860137,1.2042017993526497,1.4198473919209
2010,247,0.0,20.801643878684896,-20.801643878684896,-40.43403880667938,59.18964435798725,0.0,0.0,2.046038327377031
2010,248,0.0,15.538441034891797,-15.538441034891797,13.10600384894633,0,0.0,0.0,2.4324371859454663
2010,249,0.0,16.343667501814082,-16.343667501814082,-27.99042097774918,41.97231911686148,0.0,0.0,2.3617693627017857
2010,250,0.0,13.584620731266645,-13.584620731266645,11.032727431087324,0,0.0,0.0,2.5518933001793216
2010,251,0.0,11.504909402023774,-11.504909402023774,8.87142841100831,0,0.0,0.0,2.633480991015464
2010,252,0.0,10.173367816095945,-10.173367816095945,7.555482867562887,0,0.0,0.0,2.6178849485330584
2010,253,0.0,9.239352490374106,-9.239352490374106,6.708330903093838,0,0.0,0.0,2.531021587280268
2010,254,0.0,9.867575909288345,-9.867575909288345,7.300522622301742,0,0.0,0.0,2.5670532869866034
2010,255,0.0,9.566362558060696,-9.566362558060696,6.991315899886104,0,0.0,0.0,2.5750466581745934
2010,256,0.0,9.228877814069218,-9.228877814069218,6.384447671591488,0,0.0,0.0,2.84443014247773
2010,257,0.0,8.456679481499373,-8.456679481499373,5.8707621232103975,0,0.0,0.0,2.5859173582889756
2010,258,0.0,8.032223398825167,-8.032223398825167,5.572003108654826,0,0.0,0.0,2.4602202901703407
2010,259,0.0,8.364471441710112,-8.364471441710112,6.01461678672149,0,0.0,0.0,2.3498546549886217
2010,260,0.0,7.577304122865092,-7.577304122865092,5.180148367570837,0,0.0,0.0,2.3971557552942557
2010,261,0.0,8.443146333088285,-8.443146333088285,5.994491946282778,0,0.0,0.0,2.4486543868055057
2010,262,0.0,7.480196054551437,-7.480196054551437,5.048137480817104,0,0.0,0.0,2.4320585737343334
2010,263,0.0,6.7606006650700525,-6.7606006650700525,4.3345506869186465,0,0.0,0.0,2.426049978151406
2010,264,0.0,6.770617449103335,-6.770617449103335,4.547681552559652,0,0.0,0.0,2.2229358965436825
2010,265,0.0,7.006209987503536,-7.006209987503536,4.7863731137101695,0,0.0,0.0,2.2198368737933665
2010,266,0.0,7.019159852933642,-7.019159852933642,4.773136046321042,0,0.0,0.0,2.2460238066126004
2010,267,0.0,7.85937428443174,-7.85937428443174,5.634857923667141,0,0.0,0.0,2.224516360764599
