year,j_day,TS,VS,N,P,K,TS_liquid,VS_liquid,N_liquid,P_liquid,K_liquid,WIP,WOP,CH4,WOP_frac,WIP_frac
,,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg,%,%
2012,126,7388037.228829766,14391280.851991279,1834377.564402136,133678.71376729905,237115.79570102683,21548441.917420126,11774684.33344768,4280214.316938316,200518.07065094847,1343656.1756391516,565435.3397365068,56543.53397365068,101000480.93594646,0.0025962031393188174,0.025962031393188176
2012,127,7395525.459229765,14405867.300791278,1834377.564402136,133678.71376729905,237115.79570102683,21570282.589420125,11786618.70064768,4280214.316938316,200518.07065094847,1343656.1756391516,565435.3397365068,56543.53397365068,101000480.93594646,0.002593574392060817,0.02593574392060817
2012,128,7403013.689629765,14420453.749591278,1834377.564402136,133678.71376729905,237115.79570102683,21592123.261420123,11798553.06784768,4280214.316938316,200518.07065094847,1343656.1756391516,565435.3397365068,56543.53397365068,101000480.93594646,0.0025909509628167923,0.025909509628167925
2012,129,7410501.920029765,14435040.198391277,1834377.564402136,133678.71376729905,237115.79570102683,21613963.93342012,11810487.43504768,4280214.316938316,200518.07065094847,1343656.1756391516,565435.3397365068,56543.53397365068,101000480.93594646,0.00258833283546536,0.025883328354653602
2012,130,7417990.150429765,14449626.647191277,1834377.564402136,133678.71376729905,237115.79570102683,21635804.60542012,11822421.80224768,4280214.316938316,200518.07065094847,1343656.1756391516,565435.3397365068,56543.53397365068,101000480.93594646,0.0025857199939502322,0.025857199939502324
2012,131,7425478.3808297645,14464213.095991276,1834377.564402136,133678.71376729905,237115.79570102683,21657645.27742012,11834356.169447681,4280214.316938316,200518.07065094847,1343656.1756391516,565435.3397365068,56543.53397365068,101000480.93594646,0.0025831124222798906,0.025831124222798908
2012,132,7432966.611229764,14478799.544791276,1834377.564402136,133678.71376729905,237115.79570102683,21679485.949420117,11846290.536647681,4280214.316938316,200518.07065094847,1343656.1756391516,565435.3397365068,56543.53397365068,101000480.93594646,0.0025805101045272578,0.025805101045272578
2012,133,7440454.841629764,14493385.993591275,1834377.564402136,133678.71376729905,237115.79570102683,21701326.621420115,11858224.903847681,4280214.316938316,200518.07065094847,1343656.1756391516,565435.3397365068,56543.53397365068,101000480.93594646,0.0025779130248293728,0.025779130248293727
2012,134,7447943.072029764,14507972.442391274,1834377.564402136,133678.71376729905,237115.79570102683,21723167.293420114,11870159.271047682,4280214.316938316,200518.07065094847,1343656.1756391516,565435.3397365068,56543.53397365068,101000480.93594646,0.0025753211673870706,0.025753211673870704
2012,135,7455431.302429764,14522558.891191274,1834377.564402136,133678.71376729905,237115.79570102683,21745007.965420112,11882093.638247682,4280214.316938316,200518.07065094847,1343656.1756391516,565435.3397365068,56543.53397365068,101000480.93594646,0.0025727345164646607,0.025727345164646608
2012,136,7462919.532829763,14537145.339991273,1834377.564402136,133678.71376729905,237115.79570102683,21766848.63742011,11894028.005447682,4280214.316938316,200518.07065094847,1343656.1756391516,565435.3397365068,56543.53397365068,101000480.93594646,0.00257015305638961,0.0257015305638961
2012,137,7470407.763229763,14551731.788791273,1834377.564402136,133678.71376729905,237115.79570102683,21788689.30942011,11905962.372647682,4280214.316938316,200518.07065094847,1343656.1756391516,565435.3397365068,56543.53397365068,101000480.93594646,0.002567576771552223,0.025675767715522227
2012,138,7477895.993629763,14566318.237591272,1834377.564402136,133678.71376729905,237115.79570102683,21810529.981420107,11917896.739847682,4280214.316938316,200518.07065094847,1343656.1756391516,565435.3397365068,56543.53397365068,101000480.93594646,0.00256500564640533,0.025650056464053297
2012,139,7485384.224029763,14580904.686391272,1834377.564402136,133678.71376729905,237115.79570102683,21832370.653420106,11929831.107047683,4280214.316938316,200518.07065094847,1343656.1756391516,565435.3397365068,56543.53397365068,101000480.93594646,0.002562439665463974,0.025624396654639742
2012,140,7492872.454429762,14595491.135191271,1834377.564402136,133678.71376729905,237115.79570102683,21854211.325420104,11941765.474247683,4280214.316938316,200518.07065094847,1343656.1756391516,565435.3397365068,56543.53397365068,101000480.93594646,0.0025598788133051006,0.025598788133051005
2012,141,7500360.684829762,14610077.58399127,1834377.564402136,133678.71376729905,237115.79570102683,21876051.997420102,11953699.841447683,4280214.316938316,200518.07065094847,1343656.1756391516,565435.3397365068,56543.53397365068,101000480.93594646,0.0025573230745672454,0.025573230745672453
2012,142,7507848.915229762,14624664.03279127,1834377.564402136,133678.71376729905,237115.79570102683,21897892.6694201,11965634.208647683,4280214.316938316,200518.07065094847,1343656.1756391516,565435.3397365068,56543.53397365068,101000480.93594646,0.00255477243395023,0.025547724339502306
2012,143,7515337.145629762,14639250.48159127,1834377.564402136,133678.71376729905,237115.79570102683,21919733.3414201,11977568.575847683,4280214.316938316,200518.07065094847,1343656.1756391516,565435.3397365068,56543.53397365068,101000480.93594646,0.002552226876214858,0.02552226876214858
2012,144,7522825.3760297615,14653836.930391269,1834377.564402136,133678.71376729905,237115.79570102683,21941574.013420098,11989502.943047684,4280214.316938316,200518.07065094847,1343656.1756391516,565435.3397365068,56543.53397365068,101000480.93594646,0.0025496863861826074,0.025496863861826074
2012,145,7530313.606429761,14668423.379191268,1834377.564402136,133678.71376729905,237115.79570102683,21963414.685420096,12001437.310247684,4280214.316938316,200518.07065094847,1343656.1756391516,565435.3397365068,56543.53397365068,101000480.93594646,0.002547150948735331,0.02547150948735331
2012,146,7537801.836829761,14683009.827991268,1834377.564402136,133678.71376729905,237115.79570102683,21985255.357420094,12013371.677447684,4280214.316938316,200518.07065094847,1343656.1756391516,565435.3397365068,56543.53397365068,101000480.93594646,0.0025446205488149566,0.02544620548814957
2012,147,7545290.067229761,14697596.276791267,1834377.564402136,133678.71376729905,237115.79570102683,22007096.029420093,12025306.044647684,4280214.316938316,200518.07065094847,1343656.1756391516,565435.3397365068,56543.53397365068,101000480.93594646,0.00254209517142319,0.025420951714231903
2012,148,7552778.297629761,14712182.725591267,1834377.564402136,133678.71376729905,237115.79570102683,22028936.70142009,12037240.411847685,4280214.316938316,200518.07065094847,1343656.1756391516,565435.3397365068,56543.53397365068,101000480.93594646,0.0025395748016212175,0.025395748016212177
2012,149,7560266.52802976,14726769.174391266,1834377.564402136,133678.71376729905,237115.79570102683,22050777.37342009,12049174.779047685,4280214.316938316,200518.07065094847,1343656.1756391516,565435.3397365068,56543.53397365068,101000480.93594646,0.002537059424529409,0.02537059424529409
2012,150,7567754.75842976,14741355.623191265,1834377.564402136,133678.71376729905,237115.79570102683,22072618.045420088,12061109.146247685,4280214.316938316,200518.07065094847,1343656.1756391516,565435.3397365068,56543.53397365068,101000480.93594646,0.002534549025327029,0.025345490253270292
2012,151,7575242.98882976,14755942.071991265,1834377.564402136,133678.71376729905,237115.79570102683,22094458.717420086,12073043.513447685,4280214.316938316,200518.07065094847,1343656.1756391516,565435.3397365068,56543.53397365068,101000480.93594646,0.002532043589251945,0.02532043589251945
2012,152,7582731.21922976,14770528.520791264,1834377.564402136,133678.71376729905,237115.79570102683,22116299.389420085,12084977.880647685,4280214.316938316,200518.07065094847,1343656.1756391516,565435.3397365068,56543.53397365068,101000480.93594646,0.002529543101600335,0.02529543101600335
2012,153,7590219.449629759,14785114.969591264,1834377.564402136,133678.71376729905,237115.79570102683,22138140.061420083,12096912.247847686,4280214.316938316,200518.07065094847,1343656.1756391516,565435.3397365068,56543.53397365068,101000480.93594646,0.002527047547726404,0.025270475477264038
2012,154,7597707.680029759,14799701.418391263,1834377.564402136,133678.71376729905,237115.79570102683,22159980.73342008,12108846.615047686,4280214.316938316,200518.07065094847,1343656.1756391516,565435.3397365068,56543.53397365068,101000480.93594646,0.0025245569130420936,0.025245569130420937
2012,155,7605195.910429759,14814287.867191263,1834377.564402136,133678.71376729905,237115.79570102683,22181821.40542008,12120780.982247686,4280214.316938316,200518.07065094847,1343656.1756391516,565435.3397365068,56543.53397365068,101000480.93594646,0.002522071183016803,0.02522071183016803
2012,156,7612684.140829759,14828874.315991262,1834377.564402136,133678.71376729905,237115.79570102683,22203662.07742008,12132715.349447686,4280214.316938316,200518.07065094847,1343656.1756391516,565435.3397365068,56543.53397365068,101000480.93594646,0.0025195903431771026,0.025195903431771024
2012,157,7620172.3712297585,14843460.764791261,1834377.564402136,133678.71376729905,237115.79570102683,22225502.749420077,12144649.716647686,4280214.316938316,200518.07065094847,1343656.1756391516,565435.3397365068,56543.53397365068,101000480.93594646,0.002517114379106453,0.025171143791064526
2012,158,7627660.601629758,14858047.21359126,1834377.564402136,133678.71376729905,237115.79570102683,22247343.421420075,12156584.083847687,4280214.316938316,200518.07065094847,1343656.1756391516,565435.3397365068,56543.53397365068,101000480.93594646,0.002514643276444927,0.025146432764449268
2012,159,7635148.832029758,14872633.66239126,1834377.564402136,133678.71376729905,237115.79570102683,22269184.093420073,12168518.451047687,4280214.316938316,200518.07065094847,1343656.1756391516,565435.3397365068,56543.53397365068,101000480.93594646,0.0025121770208889334,0.02512177020888933
2012,160,7642637.062429758,14887220.11119126,1834377.564402136,133678.71376729905,237115.79570102683,22291024.76542007,12180452.818247687,4280214.316938316,200518.07065094847,1343656.1756391516,565435.3397365068,56543.53397365068,101000480.93594646,0.0025097155981909387,0.025097155981909387
2012,161,7650125.292829758,14901806.55999126,1834377.564402136,133678.71376729905,237115.79570102683,22312865.43742007,12192387.185447687,4280214.316938316,200518.07065094847,1343656.1756391516,565435.3397365068,56543.53397365068,101000480.93594646,0.002507258994159193,0.02507258994159193
2012,162,7657613.523229757,14916393.008791259,1834377.564402136,133678.71376729905,237115.79570102683,22334706.10942007,12204321.552647687,4280214.316938316,200518.07065094847,1343656.1756391516,565435.3397365068,56543.53397365068,101000480.93594646,0.002504807194657457,0.025048071946574574
2012,163,7665101.753629757,14930979.457591258,1834377.564402136,133678.71376729905,237115.79570102683,22356546.781420067,12216255.919847688,4280214.316938316,200518.07065094847,1343656.1756391516,565435.3397365068,56543.53397365068,101000480.93594646,0.0025023601856047346,0.025023601856047347
2012,164,7672589.984029757,14945565.906391257,1834377.564402136,133678.71376729905,237115.79570102683,22378387.453420065,12228190.287047688,4280214.316938316,200518.07065094847,1343656.1756391516,565435.3397365068,56543.53397365068,101000480.93594646,0.0024999179529749975,0.024999179529749973
2012,165,7680078.214429757,14960152.355191257,1834377.564402136,133678.71376729905,237115.79570102683,22400228.125420064,12240124.654247688,4280214.316938316,200518.07065094847,1343656.1756391516,565435.3397365068,56543.53397365068,101000480.93594646,0.0024974804827969203,0.024974804827969203
2012,166,7687566.444829756,14974738.803991256,1834377.564402136,133678.71376729905,237115.79570102683,22422068.797420062,12252059.021447688,4280214.316938316,200518.07065094847,1343656.1756391516,565435.3397365068,56543.53397365068,101000480.93594646,0.0024950477611536148,0.024950477611536147
2012,167,7695054.675229756,14989325.252791256,1834377.564402136,133678.71376729905,237115.79570102683,22443909.46942006,12263993.388647689,4280214.316938316,200518.07065094847,1343656.1756391516,565435.3397365068,56543.53397365068,101000480.93594646,0.0024926197741823634,0.024926197741823634
2012,168,7702542.905629756,15003911.701591255,1834377.564402136,133678.71376729905,237115.79570102683,22465750.14142006,12275927.755847689,4280214.316938316,200518.07065094847,1343656.1756391516,565435.3397365068,56543.53397365068,101000480.93594646,0.002490196508074358,0.02490196508074358
2012,169,7710031.136029756,15018498.150391255,1834377.564402136,133678.71376729905,237115.79570102683,22487590.813420057,12287862.123047689,4280214.316938316,200518.07065094847,1343656.1756391516,565435.3397365068,56543.53397365068,101000480.93594646,0.0024877779490744345,0.024877779490744347
2012,170,7717519.366429755,15033084.599191254,1834377.564402136,133678.71376729905,237115.79570102683,22509431.485420056,12299796.49024769,4280214.316938316,200518.07065094847,1343656.1756391516,565435.3397365068,56543.53397365068,101000480.93594646,0.002485364083480816,0.02485364083480816
