year,j_day,change in sw,runoff,evaporation,transpiration,drainage,precipitation,calculated water,difference
,,mmH2O,mmH2O,mmH2O,mmH2O,mmH2O,mmH2O,mmH2O,mmH2O
2009,244,-2.068476371538452,0.0,2.0684763715384684,0.0,0.0,0.0,1.6431300764452317e-14,-1.6431300764452317e-14
2009,245,-1.8047438716751003,0.0,1.8047438716750734,0.0,0.0,0.0,-2.6867397195928788e-14,2.6867397195928788e-14
2009,246,-1.6971493690954276,0.0,1.6971493690954402,0.0,0.0,0.0,1.2656542480726785e-14,-1.2656542480726785e-14
2009,247,-1.401216180937297,0.0,1.4012161809373072,0.0,0.0,0.0,1.021405182655144e-14,-1.021405182655144e-14
2009,248,-1.3310229796533974,0.0,1.3310229796533892,0.0,0.0,0.0,-8.215650382226158e-15,8.215650382226158e-15
2009,249,-1.2287297936250923,0.0,1.2287297936250916,0.0,0.0,0.0,-6.661338147750939e-16,6.661338147750939e-16
2009,250,-1.077211208372887,0.0,1.0772112083728722,0.0,0.0,0.0,-1.4876988529977098e-14,1.4876988529977098e-14
2009,251,-0.9693420781896407,0.0,0.969342078189664,0.0,0.0,0.0,2.3314683517128287e-14,-2.3314683517128287e-14
2009,252,-0.9092912163054905,0.0,0.9092912163054842,0.0,0.0,0.0,-6.328271240363392e-15,6.328271240363392e-15
2009,253,-0.7980120851892565,0.0,0.79801208518926,0.0,0.0,0.0,3.552713678800501e-15,-3.552713678800501e-15
2009,254,-0.922118792691677,0.0,0.9221187926916727,0.0,0.0,0.0,-4.218847493575595e-15,4.218847493575595e-15
2009,255,-0.7599330117904515,0.0,0.7599330117904497,0.0,0.0,0.0,-1.7763568394002505e-15,1.7763568394002505e-15
2009,256,-0.6634296562064605,0.0,0.6634296562064644,0.0,0.0,0.0,3.885780586188048e-15,-3.885780586188048e-15
2009,257,-0.6414639911293847,0.0,0.6414639911293766,0.0,0.0,0.0,-8.104628079763643e-15,8.104628079763643e-15
2009,258,-0.6271336844410058,0.0,0.6271336844410128,0.0,0.0,0.0,6.994405055138486e-15,-6.994405055138486e-15
2009,259,-0.5816946029687813,0.0,0.5816946029687866,0.0,0.0,0.0,5.329070518200751e-15,-5.329070518200751e-15
2009,260,-0.4967394601221713,0.0,0.49673946012216147,0.0,0.0,0.0,-9.825473767932635e-15,9.825473767932635e-15
2009,261,-0.46575912219569204,0.0,0.46575912219571153,0.0,0.0,0.0,1.9484414082171497e-14,-1.9484414082171497e-14
2009,262,-0.44898679910912165,0.0,0.44898679910909645,0.0,0.0,0.0,-2.5202062658991053e-14,2.5202062658991053e-14
2009,263,-0.4296647488222334,0.0,0.4296647488222394,0.0,0.0,0.0,5.995204332975845e-15,-5.995204332975845e-15
2009,264,2.711243096864706,0.0,0.3367569031352942,0.0,0.0,3.048,3.0480000000000005,-4.440892098500626e-16
2009,265,1.4228908786630683,0.0,0.35510912133693656,0.0,0.0,1.778,1.778000000000005,-4.884981308350689e-15
2009,266,23.00084428734256,4.882925759559737,0.31022995309770546,0.0,0.0,28.194,28.194000000000003,-3.552713678800501e-15
2009,267,-0.9424986469877297,0.0,1.4504986469877328,0.0,0.0,0.508,0.5080000000000031,-3.1086244689504383e-15
2009,268,-1.363486624938787,0.0,1.3634866249387927,0.0,0.0,0.0,5.773159728050814e-15,-5.773159728050814e-15
2009,269,-5.504354233583626,0.0,0.7755553148656712,0.0,7.776798918717963,3.048,3.048000000000008,-7.993605777301127e-15
2009,270,-1.499591223488295,0.0,1.499591223488289,0.0,0.0,0.0,-5.995204332975845e-15,5.995204332975845e-15
2009,271,3.0698185960995374,0.0,1.2481814039004533,0.0,0.0,4.318,4.317999999999991,8.881784197001252e-15
2009,272,0.5417732223565963,0.0,0.9822267776434316,0.0,0.0,1.524,1.524000000000028,-2.7977620220553945e-14
