year,j_day,num_animals,manure,urea_conc,ammoniacal_N_conc,manure_N,total_solids,manure_VSd,manure_VSnond,WIP_frac,WOP_frac,manure_P,P_frac,K_manure,enteric_methane
,,,kg,mol/L,mol/L,g,kg,g,g,g/g total man,g/g total man,g,g/g total man,g,g
2011,44,13,210.60665788162402,4.419999999999999,1.8200000000000007,6921.291000000001,8.735759149551656,92136.36899999999,11172.07,0.026857448634321095,0.0026857448634321096,210.60665788162402,0.05371489726864219,0,313.6786246480278
2011,45,13,210.62132080756763,4.419999999999999,1.8200000000000007,6921.291000000001,8.803941755189491,92136.36899999999,11172.07,0.026605573540276907,0.002660557354027691,210.62132080756763,0.053211147080553814,0,315.56062758185595
2011,46,10,161.94308348982617,3.3999999999999995,1.4000000000000004,5324.070000000001,6.431338227691598,70874.12999999999,8593.900000000001,0.021450071935430207,0.0021450071935430206,161.94308348982617,0.04290014387086041,0,233.56401909273737
2011,47,10,161.95774641576978,3.3999999999999995,1.4000000000000004,5324.070000000001,6.4995208333294325,70874.12999999999,8593.900000000001,0.021209925450885427,0.002120992545088543,161.95774641576978,0.042419850901770854,0,235.43555050006367
2011,48,10,161.97240934171342,3.3999999999999995,1.4000000000000004,5324.070000000001,6.567703438967269,70874.12999999999,8593.900000000001,0.020975328261674035,0.0020975328261674036,161.97240934171342,0.04195065652334807,0,237.30195786352974
2011,49,10,161.98410449459834,3.3999999999999995,1.4000000000000004,5324.070000000001,6.622085899882341,70874.12999999999,8593.900000000001,0.020773277992143815,0.002077327799214382,161.98410449459834,0.04154655598428763,0,238.80808849140448
2011,50,10,161.99429943198223,3.3999999999999995,1.4000000000000004,5324.070000000001,6.66949235871736,70874.12999999999,8593.900000000001,0.020589158520736554,0.0020589158520736557,161.99429943198223,0.04117831704147311,0,240.13127930787198
2011,51,10,162.00596259173875,3.3999999999999995,1.4000000000000004,5324.070000000001,6.723726051585063,70874.12999999999,8593.900000000001,0.020395396368871326,0.002039539636887133,162.00596259173875,0.04079079273774265,0,241.62724667294674
2011,52,10,162.01762575149525,3.3999999999999995,1.4000000000000004,5324.070000000001,6.777959744452767,70874.12999999999,8593.900000000001,0.020206042745055483,0.0020206042745055486,162.01762575149525,0.040412085490110966,0,243.11909114335458
2011,53,7,113.32666288066014,2.38,0.9800000000000001,3726.8490000000006,4.346182395069628,49611.890999999996,6015.7300000000005,0.015203818935895496,0.00152038189358955,113.32666288066014,0.03040763787179099,0,159.5641966448556
2011,54,7,113.33685781804402,2.38,0.9800000000000001,3726.8490000000006,4.393588853904649,49611.890999999996,6015.7300000000005,0.015035826109676362,0.0015035826109676363,113.33685781804402,0.030071652219352724,0,160.87290295343666
2011,55,7,113.34705275542788,2.38,0.9800000000000001,3726.8490000000006,4.440995312739669,49611.890999999996,6015.7300000000005,0.014871596329313725,0.0014871596329313727,113.34705275542788,0.02974319265862745,0,162.1780122463709
2011,56,7,113.35724769281175,2.38,0.9800000000000001,3726.8490000000006,4.488401771574689,49611.890999999996,6015.7300000000005,0.014711002514852906,0.0014711002514852906,113.35724769281175,0.029422005029705812,0,163.47957422278273
2011,57,7,113.36744263019564,2.38,0.9800000000000001,3726.8490000000006,4.5358082304097085,49611.890999999996,6015.7300000000005,0.014553923334306253,0.0014553923334306256,113.36744263019564,0.029107846668612505,0,164.77763733930607
2011,58,8,129.51956796473385,2.7199999999999998,1.12,4259.256,4.982791036012381,56699.304,6875.120000000001,0.017713274585533713,0.0017713274585533715,129.51956796473385,0.035426549171067426,0,182.47465181348275
2011,59,8,129.53119507540362,2.7199999999999998,1.12,4259.256,5.036857100626863,56699.304,6875.120000000001,0.017508859190698903,0.0017508859190698905,129.53119507540362,0.035017718381397805,0,183.97046366329835
2011,60,8,129.54282218607344,2.7199999999999998,1.12,4259.256,5.090923165241342,56699.304,6875.120000000001,0.01730936844232092,0.0017309368442320926,129.54282218607344,0.03461873688464184,0,185.4620781338496
2011,61,8,129.5544492967432,2.7199999999999998,1.12,4259.256,5.144989229855823,56699.304,6875.120000000001,0.017114617967790836,0.0017114617967790833,129.5544492967432,0.03422923593558167,0,186.94955598177566
2011,62,8,129.56607640741296,2.7199999999999998,1.12,4259.256,5.199055294470305,56699.304,6875.120000000001,0.016924432903742043,0.0016924432903742046,129.56607640741296,0.033848865807484085,0,188.43295632608462
2011,63,8,129.57770351808276,2.7199999999999998,1.12,4259.256,5.253121359084785,56699.304,6875.120000000001,0.016738647266030374,0.0016738647266030372,129.57770351808276,0.03347729453206075,0,189.91233671410967
2011,64,8,129.58643379720712,2.7199999999999998,1.12,4259.256,5.29371715701314,56699.304,6875.120000000001,0.016585467198579937,0.0016585467198579939,129.58643379720712,0.033170934397159874,0,191.03817494703193
2011,65,8,129.59659373826764,2.7199999999999998,1.12,4259.256,5.340960882944502,56699.304,6875.120000000001,0.016421053840629595,0.0016421053840629594,129.59659373826764,0.03284210768125919,0,192.3346793906121
2011,66,8,129.60675367932816,2.7199999999999998,1.12,4259.256,5.388204608875866,56699.304,6875.120000000001,0.016260378212294056,0.0016260378212294055,129.60675367932816,0.03252075642458811,0,193.6276856825591
2011,67,7,113.38632043688523,2.38,0.9800000000000001,3726.8490000000006,4.6235900315162715,49611.890999999996,6015.7300000000005,0.014463761921454375,0.0014463761921454375,113.38632043688523,0.02892752384290875,0,167.00351511348578
2011,68,7,113.39648037794574,2.38,0.9800000000000001,3726.8490000000006,4.6708337574476335,49611.890999999996,6015.7300000000005,0.014310175843312659,0.001431017584331266,113.39648037794574,0.028620351686625318,0,168.28966854613074
2011,69,7,113.40374463671371,2.38,0.9800000000000001,3726.8490000000006,4.704612560718793,49611.890999999996,6015.7300000000005,0.01419053922626147,0.001419053922626147,113.40374463671371,0.02838107845252294,0,169.21975437535693
2011,70,7,113.41247491583809,2.38,0.9800000000000001,3726.8490000000006,4.745208358647147,49611.890999999996,6015.7300000000005,0.014056902457169049,0.001405690245716905,113.41247491583809,0.028113804914338097,0,170.3276517687654
