year,j_day,flush_water_volume,TS,VS,N,P,K,TS_liquid,VS_liquid,N_liquid,P_liquid,K_liquid,TS_DM_effluent,WIP,WOP,CH4
,,liters,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg
2009,309,1607174.5488168877,7714.437834321061,15027.0820314379,11705.40348710792,898.089603996985,1508.555015903139,22500.443683436424,12294.885298449188,27312.60813658515,1347.1344059954774,8548.478423451126,1928.6094585802655,2161.11137666479,216.111137666479,361935.75710183586
2009,310,1607170.9863168877,7714.420734321058,15027.048722062898,11708.57384535941,898.1029568269978,1506.3921089892247,22500.393808436427,12294.858045324187,27320.005639171955,1347.1544352404967,8536.221950938942,1928.6051835802646,2161.144157968327,216.11441579683267,361935.75710183586
2009,311,1607167.4238168877,7714.403634321061,15027.015412687899,11711.74541364755,898.1163755093462,1506.5799268833252,22500.343933436423,12294.830792199187,27327.40596517762,1347.174563264019,8537.286252338841,1928.6009085802652,2161.176955913952,216.11769559139515,361935.75710183586
2009,312,1607163.8613168877,7714.386534321061,15026.982103312901,11714.918128250232,898.1298565761583,1510.4180474130644,22500.294058436426,12294.80353907419,27334.808965917204,1347.1947848642374,8559.035602007367,1928.5966335802652,2161.209767092916,216.12097670929168,361935.75710183586
2009,313,1607160.2988168877,7714.369434321061,15026.9487939379,11718.09192703168,898.1433966458972,1506.3024214213438,22500.244183436425,12294.776285949189,27342.214496407258,1347.2150949688457,8535.713721387612,1928.5923585802652,2161.2425882097536,216.12425882097537,361935.75710183586
2009,314,1606972.0150747779,7713.465672358931,15025.188340949173,11440.514124322872,824.3754588439101,1475.3586012318738,22497.608211046892,12293.33591532205,26694.532956753363,1236.5631882658654,8360.365406980616,1928.366418089733,2140.1989202682453,214.01989202682446,354413.095734193
2009,315,1606968.4525747779,7713.448572358934,15025.155031574175,11443.692416972903,874.6695430779259,1466.073657177265,22497.558336046888,12293.308662197049,26701.948972936778,1312.0043146168887,8307.750724004498,1928.3621430897338,2105.6159154627876,210.56159154627863,354413.095734193
2009,316,1606964.8900747779,7713.431472358934,15025.121722199176,11446.871605052023,874.6833764427761,1473.2444187174315,22497.508461046895,12293.28140907205,26709.36707845473,1312.025064664164,8348.385039398783,1928.3578680897335,2105.6486431826893,210.56486431826892,354413.095734193
2009,317,1606961.333274778,7713.414399718933,15025.088466119176,11450.05163420712,874.6972555804682,1460.644283286705,22497.45866584689,12293.25419955205,26716.78714648328,1312.0458833707025,8276.984271957994,1928.3535999297333,2105.6813477536066,210.56813477536062,354413.095734193
2009,318,1606957.7764747778,7713.397327078934,15025.055210039176,11453.232451475214,874.7111776086635,1463.5849222973538,22497.40887064689,12293.22699003205,26724.20905344217,1312.0667664129955,8293.647893018344,1928.3493317697337,2105.7140038206726,210.57140038206725,354413.095734193
2009,319,1606954.225374778,7713.380281798932,15025.022007254176,11456.414005254825,874.7251397191189,1465.1447913255433,22497.359155246893,12293.19982411705,26731.632678927934,1312.0877095786786,8302.48715084475,1928.345070449733,2105.746581903614,210.5746581903615,354413.095734193
2009,320,1606950.674274778,7713.363236518935,15024.988804469174,11459.596245277968,874.7391391761603,1457.9611866233663,22497.30943984689,12293.172658202051,26739.05790564859,1312.1087087642404,8261.780057532405,1928.3408091297338,2105.7791680796972,210.57791680796973,354413.095734193
2009,321,1607034.4083700762,7713.765160176365,15025.771718260215,11032.23807320914,776.6244130088464,1414.0228478070876,22498.481717181072,12293.813224031082,25741.88883748799,1164.9366195132698,8012.796137573499,1928.4412900440911,2100.361322689218,210.0361322689218,359039.3207639283
2009,322,1607030.8629700763,7713.748142256367,15025.738568770217,11035.290290876947,823.8547177662776,1403.5629477561888,22498.43208158107,12293.786101721083,25749.010678712875,1235.7820766494165,7953.523370618404,1928.4370355640917,2150.382380416198,215.03823804161968,359039.3207639283
2009,323,1607027.3232700764,7713.731151696367,15025.705472575217,11038.343108917827,823.8680411970745,1414.0620760548936,22498.382525781075,12293.759023016086,25756.133920808257,1235.8020617956113,8013.018430977729,1928.4327879240918,2150.4153243064825,215.04153243064823,359039.3207639283
2009,324,1607023.7835700763,7713.714161136368,15025.672376380217,11041.396483492375,823.8813949154173,1402.1212084628314,22498.33296998107,12293.731944311085,25763.25846148222,1235.8220923731255,7945.35351462271,1928.4285402840922,2150.448290678206,215.04482906782044,359039.3207639283
2009,325,1607020.2438700765,7713.697170576366,15025.639280185216,11044.450371954525,823.8947766004321,1403.17689403028,22498.283414181074,12293.704865606083,25770.38420122722,1235.8421649006477,7951.335732838254,1928.4242926440916,2150.481236171066,215.04812361710665,359039.3207639283
2009,326,1607016.7041700764,7713.680180016367,15025.606183990216,11047.504732826514,823.908183994826,1400.6424235887462,22498.23385838107,12293.677786901082,25777.511043261875,1235.862275992239,7936.973733669563,1928.4200450040917,2150.514158859696,215.05141588596973,359039.3207639283
2009,327,1607013.1644700763,7713.663189456367,15025.573087795214,11050.559525774395,823.9216149035542,1403.8568643192266,22498.184302581067,12293.650708196083,25784.63889347359,1235.882422355331,7955.18889780895,1928.415797364092,2150.5470569220765,215.05470569220768,359039.3207639283
2009,328,1607356.7384416503,7715.312344519919,15028.785504429432,10781.866736757496,756.3143833952331,1382.45051836947,22502.994338183104,12296.279049078623,25157.689052434165,1134.47157509285,7833.88627076033,1928.82808612998,2129.7034733567084,212.97034733567077,355143.721732478
2009,329,1607353.21584165,7715.295436039919,15028.752568119427,10784.79622974807,813.7025346056048,1372.6852054824276,22502.945021783104,12296.25210118862,25164.524536078832,1220.5538019084072,7778.549497733758,1928.82385900998,2125.071312959079,212.5071312959079,355143.721732478
2009,330,1607349.68754165,7715.27850019992,15028.71957851443,10787.726078330517,813.7155331679153,1370.2814886938368,22502.895625583104,12296.225109693622,25171.36084943788,1220.5732997518728,7764.928435931742,1928.8196250499802,2125.104025081615,212.51040250816163,355143.721732478
2009,331,1607346.1592416503,7715.261564359922,15028.68658890943,10790.656246509458,813.7285491232315,1375.391459075733,22502.846229383103,12296.198118198623,25178.19790852207,1220.5928236848472,7793.88493476249,1928.8153910899805,2125.1367017945217,212.51367017945213,355143.721732478
2009,332,1607342.64234165,7715.24468323992,15028.65370589443,10793.586699379011,813.7415805719149,1376.1002925592547,22502.796992783104,12296.171213913622,25185.035631884362,1220.6123708578723,7797.901657835779,1928.8111708099802,2125.1692497814374,212.51692497814378,355143.721732478
2009,333,1607339.11974165,7715.22777475992,15028.62076958443,10796.517403099959,813.7546256723745,1372.4993631616562,22502.747676383104,12296.144266023623,25191.873940566573,1220.6319385085617,7777.496391249386,1928.8069436899802,2125.201840312319,212.52018403123188,355143.721732478
2009,334,1607335.60284165,7715.210893639919,15028.587886569427,10799.448324877289,813.7676826398485,1372.7928350210332,22502.698439783104,12296.117361738621,25198.71275804701,1220.6515239597725,7779.159398452521,1928.80272340998,2125.23433711416,212.52343371141595,355143.721732478
2009,335,1605327.06310962,7705.569902926174,15009.80804007495,8885.308467339291,677.1096509107642,1185.8093305266693,22474.578883534683,12280.752032788594,20732.38642379168,1015.6644763661461,6719.586206317791,1926.3924757315435,2091.629662533914,209.16296625339146,326662.5621817654
2009,336,1605323.5747096203,7705.553158606179,15009.77542353495,8887.944867788214,732.593987849481,1185.5278363853085,22474.530045934684,12280.725346528594,20738.538024839174,1098.8909817742215,6717.99107285008,1926.3882896515447,1971.8197999224815,197.1819799922481,326662.5621817654
