year,j_day,profile_SW,runoff,drainage,erosion,ET,manure_applied,manure_N_applied,manure_P_applied,profile_N,profile_P,N_runoff,P_runoff,N_drainage,P_drainage,N_erosion,P_erosion,yield,N_yield,P_yield
,,mm H2O,mm H2O,mm H2O,ton / ha,mm H2O,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg,kg
2011,230,576.0944229225463,0.0,0.0,0.0,12.571544622320978,0.0,0.0,0.0,12705.771879705706,373530.0174841104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,231,564.8004653927931,0.0,0.0,0.0,11.293957529753188,0.0,0.0,0.0,12704.224744421088,373528.2754163881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,232,609.5626145064207,0.0,0.0,0.0,12.133850886372308,0.0,0.0,0.0,12715.786432018886,373526.7430048362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,233,604.2437802895645,0.0,0.0,0.0,8.874834216856197,0.0,0.0,0.0,12728.385754624078,373525.0691316462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,234,597.0041921123634,0.0,0.0,0.0,7.239588177201084,0.0,0.0,0.0,12737.938997345236,373523.5630009538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,235,589.513825901549,0.0,0.0,0.0,7.490366210814555,0.0,0.0,0.0,12753.335414800033,373521.9939916671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,236,749.0741790666689,8.140094137014652,0.0,0.007262701844584619,4.765552697865372,0.0,0.0,0.0,12765.856027691647,373510.1333993896,9.224056815135901,79.59434243760627,0.0,0.0,0.7398873775285206,0.49716855313641933,0.0,0.0,0.0
2011,237,735.6625791137124,0.0,0.0,0.0,13.41159995295664,0.0,0.0,0.0,12813.757740756964,373509.3891431552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,238,725.0660517056796,0.0,0.0,0.0,10.596527408032832,0.0,0.0,0.0,12864.30516678417,373508.77430142346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,239,715.3285171342591,0.0,0.0,0.0,9.737534571420412,0.0,0.0,0.0,12914.22950122174,373508.29205920885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,240,706.3955308612608,0.0,0.0,0.0,8.932986272998273,0.0,0.0,0.0,12963.010494590988,373507.79249928566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,241,698.8881107444865,0.0,0.0,0.0,7.507420116774253,0.0,0.0,0.0,13010.173070615105,373507.3330690784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,242,692.2898823335689,0.0,0.0,0.0,6.598228410917663,0.0,0.0,0.0,13057.26593324853,373506.97617186455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,243,747.2035482278174,0.0,0.0,0.0,3.7603341057514017,0.0,0.0,0.0,13105.630513190355,373506.76059372094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,244,737.2159223392616,0.0,0.0,0.0,9.98762588855599,0.0,0.0,0.0,13161.970223765973,373506.6921816008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,245,726.6833620333149,0.0,0.0,0.0,10.532560305946504,0.0,0.0,0.0,13220.597455385496,373506.69218160084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,246,859.8492084112185,8.93719306245186,0.0,0.0072749846587426064,7.248960559644562,0.0,0.0,0.0,13249.92412946371,373495.3664530291,9.476746738677566,80.25582995448787,0.0,0.0,0.7264644719283015,0.4968587501368384,0.0,0.0,0.0
2011,247,888.2543266399025,0.0,0.0,0.0,8.932881771316051,0.0,0.0,0.0,13300.688959431252,373495.3664530291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,248,880.0091287371138,0.0,0.0,0.0,8.245197902788835,0.0,0.0,0.0,13358.081177632272,373495.3664530291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,249,855.2817359836292,0.0,16.94989200206465,0.0,7.777500751419905,0.0,0.0,0.0,13356.067296952646,373493.10493600706,0.0,0.0,59.760355722303,2.2615170220902097,0.0,0.0,0.0,0.0,0.0
2011,250,837.9358875013116,0.0,10.593968069119734,0.0,6.751880413197797,0.0,0.0,0.0,13366.925721707004,373491.6914496303,0.0,0.0,39.29009413250435,1.4134863767503163,0.0,0.0,0.0,0.0,0.0
2011,251,831.5230567670098,0.0,0.0,0.0,6.412830734301724,0.0,0.0,0.0,13409.094326801453,373491.69144963025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,252,824.7516609999179,0.0,0.0,0.0,6.771395767092018,0.0,0.0,0.0,13449.14929057903,373491.6914496302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,253,818.7551255235761,0.0,0.0,0.0,5.996535476341817,0.0,0.0,0.0,13487.3341525594,373491.6914496302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
